机构名称,表中文名,字段中文（可忽略）
农业农村,应休渔船违法违规案件信息,联系方式
农业农村,应休渔船违法违规案件信息,船主身份证号
人社,初中高级专业技术职务任职资格证书信息,联系电话
人社,初中高级专业技术职务任职资格证书信息,姓名
人社,初中高级专业技术职务任职资格证书信息,证件号码
人社,自主评聘单位专业技术职务聘任信息,联系电话
人社,自主评聘单位专业技术职务聘任信息,通讯地址
人社,自主评聘单位专业技术职务聘任信息,姓名
人社,自主评聘单位专业技术职务聘任信息,证件号码
市监,保安服务公司设立分公司备案保安守护员信息,身份证号码
市监,保安服务公司设立分公司备案保安守护员信息,手机号码
市监,保安服务公司设立分公司备案保安守护员信息,保安员/守护押运人员姓名
水务公司,居民用水信息,用水量
水务公司,居民用水信息,抄表日期
水务公司,居民用水信息,证件类型
水务公司,居民用水信息,证件号
水务公司,居民用水信息,安装地址
水务公司,居民用水信息,手机
水务公司,居民用水信息,用户姓名
水务公司,居民用水信息,座机
水务公司,居民用水信息,户号
税务,房产交易纳税人信息,地址
税务,房产交易纳税人信息,联系电话
税务,房产交易纳税人信息,纳税人名称
税务,房产交易纳税人信息,纳税人识别号
税务,房产交易纳税人信息,身份证件号码
税务,房产交易纳税人信息,身份证件种类
税务,税收居民身份证明信息,纳税人名称
税务,税收居民身份证明信息,纳税人识别号
税务,税收居民身份证明信息,证件号码
税务,税收居民身份证明信息,企业联系电话
税务,税收居民身份证明信息,申请人或代理人
税务,税收居民身份证明信息,通信地址
司法,调解案件信息,当事人地址
司法,调解案件信息,当事人联系方式
司法,调解案件信息,当事人姓名
司法,法律援助案件信息,联系方式
司法,法律援助案件信息,身份证号
司法,法律援助案件信息,受援人姓名
司法,法援基本信息,身份证
司法,法援基本信息,联系方式
司法,法援基本信息,当事人住所
司法,法援基本信息,对方当事人姓名
司法,法援基本信息,对方当事人住所地
司法,法援基本信息,当事人姓名
司法,港澳律师担任内地律师事务所法律顾问核准信息,姓名
司法,港澳律师担任内地律师事务所法律顾问核准信息,身份证号
司法,港澳律师担任内地律师事务所法律顾问核准信息,港澳律师事务所名称
司法,港澳律师担任内地律师事务所法律顾问核准信息,港澳地址
司法,港澳律师担任内地律师事务所法律顾问核准信息,港澳电话
司法,港澳律师担任内地律师事务所法律顾问核准信息,内地律师事务所名称
司法,港澳律师担任内地律师事务所法律顾问核准信息,内地地址
司法,港澳律师担任内地律师事务所法律顾问核准信息,内地电话
司法,港澳律师担任内地律师事务所法律顾问核准信息,居所地址
司法,港澳律师担任内地律师事务所法律顾问核准信息,联系电话
司法,港澳永久性居民中的中国居民申请在内地从事律师执业核准信息,姓名
司法,港澳永久性居民中的中国居民申请在内地从事律师执业核准信息,身份证号
司法,港澳永久性居民中的中国居民申请在内地从事律师执业核准信息,户籍所在地
司法,港澳永久性居民中的中国居民申请在内地从事律师执业核准信息,律师事务所名称
司法,港澳永久性居民中的中国居民申请在内地从事律师执业核准信息,地址
司法,港澳永久性居民中的中国居民申请在内地从事律师执业核准信息,电话
司法,港澳永久性居民中的中国居民申请在内地从事律师执业核准信息,居所地址
司法,港澳永久性居民中的中国居民申请在内地从事律师执业核准信息,联系电话
司法,基层法律服务工作者基本信息,户籍所在地
司法,基层法律服务工作者基本信息,身份证号
司法,基层法律服务工作者基本信息,手机号码
司法,基层法律服务工作者基本信息,姓名
司法,基层法律服务工作者基本信息,住址
司法,戒毒人员基础信息,户籍详址
司法,戒毒人员基础信息,现住地址
司法,戒毒人员基础信息,证件类型
司法,戒毒人员基础信息,证件号码
司法,戒毒人员基础信息,电话
司法,戒毒人员基础信息,姓名
司法,戒毒人员基础信息,qq号
司法,律师工作证信息,联系方式
司法,律师工作证信息,姓名
司法,律师工作证信息,身份证
司法,律师基本信息,电话
司法,律师基本信息,身份证号
司法,律师基本信息,姓名
司法,律师执业证信息,联系方式
司法,律师执业证信息,姓名
司法,律师执业证信息,身份证
体育局,裁判员信息,姓名
体育局,裁判员信息,身份证号
体育局,裁判员信息,单位地址
体育局,裁判员信息,邮箱
体育局,裁判员信息,电话
体育局,裁判员信息,联系地址
团委,志愿者信息,身份证号码
团委,志愿者信息,手机号码
团委,志愿者信息,姓名
外办,归侨证申领登记信息,电话
外办,归侨证申领登记信息,家庭地址
外办,归侨证申领登记信息,姓名
外办,归侨证信息,家庭住址
外办,归侨证信息,联系电话
外办,归侨证信息,侨居国
外办,归侨证信息,姓名
外办,归侨证信息,归侨证编号
外办,浙江省华侨回国定居备案信息,国内电话
外办,浙江省华侨回国定居备案信息,拟定居地
外办,浙江省华侨回国定居备案信息,姓名
卫健委,患者基本信息表,第一监护人姓名
卫健委,患者基本信息表,第一监护人与本人关系
卫健委,患者基本信息表,第一监护人身份证号
卫健委,患者基本信息表,第一监护人电话
卫健委,患者基本信息表,第二监护人姓名
卫健委,患者基本信息表,第二监护人与本人关系
卫健委,患者基本信息表,第二监护人身份证号
卫健委,患者基本信息表,第二监护人电话
卫健委,患者基本信息表,单位/学校名称
卫健委,患者基本信息表,单位/学校电话号码
卫健委,患者基本信息表,姓名
卫健委,患者基本信息表,户籍地址
卫健委,患者基本信息表,住宅电话
卫健委,居民死亡医学证明(推断)书,家属地址
卫健委,居民死亡医学证明(推断)书,家属电话
卫健委,居民死亡医学证明(推断)书,联系家属姓名
卫健委,居民死亡医学证明(推断)书,证件号码
卫健委,居民死亡医学证明(推断)书,户口详细地址
卫健委,居民死亡医学证明(推断)书,居住详细地址
卫健委,居民死亡医学证明(推断)书,死者姓名
卫健委,重性精神病人信息,姓名
卫健委,重性精神病人信息,监护人姓名
卫健委,重性精神病人信息,与患者关系
卫健委,重性精神病人信息,监护人住址
卫健委,重性精神病人信息,监护人电话
卫健委,重性精神病人信息,辖区村（居委会）联系人电话
文旅,出境游领队证人员信息,身份证号码
文旅,出境游领队证人员信息,姓名
文旅,出境游领队证人员信息,手机号
文旅,导游证考试通过人员信息,姓名
文旅,导游证考试通过人员信息,手机号
文旅,导游证考试通过人员信息,身份证
文旅,图书馆读者证信息,家庭地址
文旅,图书馆读者证信息,姓名
文旅,图书馆读者证信息,移动电话
文旅,图书馆读者证信息,联系电话
文旅,图书馆读者证信息,身份证号
信访局,来电登记单信息,常住地址
信访局,来电登记单信息,联系电话
信访局,来电登记单信息,姓名
信访局,来电登记单信息,证件号码
信访局,来电登记单信息,证件类型
信访局,网上信访诉求信息,家庭住址
信访局,网上信访诉求信息,家庭地址详细
信访局,网上信访诉求信息,电子邮件
信访局,网上信访诉求信息,联系电话
信访局,网上信访诉求信息,手机号码
信访局,网上信访诉求信息,通讯地址
信访局,网上信访诉求信息,通讯地址详细
信访局,网上信访诉求信息,姓名
信访局,网上信访诉求信息,证件号码
信访局,网上信访诉求信息,证件类型
信访局,信访人信息,常住地址
信访局,信访人信息,地址
信访局,信访人信息,电子邮件
信访局,信访人信息,联系电话
信访局,信访人信息,手机号码
信访局,信访人信息,通讯地址
信访局,信访人信息,姓名
信访局,信访人信息,证件号码
信访局,信访人信息,证件类型
应急,特种作业人员信息,手机号码
应急,特种作业人员信息,身份证号码
应急,特种作业人员信息,通讯地址
应急,特种作业人员信息,姓名
应急,应急安全生产专家信息,姓名
应急,应急安全生产专家信息,身份证号
应急,应急安全生产专家信息,联系电话
住建,房产交易合同信息,联系手机
住建,房产交易合同信息,买受人
住建,房产交易合同信息,出卖人（公司名称）
住建,房产交易合同信息,备案号（字符串）
住建,房产交易合同信息,合同编号（流水号）
住建,房屋中介机构和从业人员信息,法人代表姓名
住建,房屋中介机构和从业人员信息,法人联系电话
住建,房屋中介机构和从业人员信息,机构名称
住建,房屋中介机构和从业人员信息,联系电话
住建,房屋中介机构和从业人员信息,从业人员姓名
住建,房屋中介机构和从业人员信息,联系地址
住建,房屋中介机构和从业人员信息,身份证号
住建,公积金个人信息,联系电话
住建,公积金个人信息,性别
住建,公积金个人信息,姓名
住建,公积金个人信息,证件类型
住建,公积金个人信息,证件号
住建,建筑企业人员基本信息,证件号码
住建,建筑企业人员基本信息,证件类型
住建,建筑企业人员基本信息,手机号码
住建,建筑企业人员基本信息,姓名
住建,建筑企业人员基本信息,性别
住建,建筑企业人员基本信息,办公电话
住建,特设作业人员,联系电话
住建,特设作业人员,身份证号
住建,特设作业人员,姓名
自然资源,不动产权利人信息,联系电话
自然资源,不动产权利人信息,权利人证件号
自然资源,不动产权利人信息,权利人证件种类
自然资源,采矿权人信息,采矿权许可证号
自然资源,采矿权人信息,法定代表人
自然资源,采矿权人信息,联系电话
自然资源,采矿转让登记信息,法定代表人
自然资源,采矿转让登记信息,受让人
自然资源,采矿转让登记信息,受让人传真
自然资源,采矿转让登记信息,受让人电话
自然资源,采矿转让登记信息,受让人地址
自然资源,采矿转让登记信息,受让人法定代表人
自然资源,水域滩涂养殖证信息,个人姓名
自然资源,水域滩涂养殖证信息,个人地址
自然资源,水域滩涂养殖证信息,个人联系电话
自然资源,水域滩涂养殖证信息,个人手机
自然资源,水域滩涂养殖证信息,企业地址
自然资源,水域滩涂养殖证信息,企业法人名称
自然资源,水域滩涂养殖证信息,企业联系电话
自然资源,水域滩涂养殖证信息,企业名称
自然资源,水域滩涂养殖证信息,企业移动电话
自然资源,水域滩涂养殖证信息,身份证号码
财政,会计人员信息,从事会计工作岗位
财政,会计人员信息,会计行政职务
财政,会计人员信息,证书申领类型
财政,会计人员信息,所属国家地区
财政,会计人员信息,证件类型
财政,会计人员信息,最高学历
财政,会计人员信息,最高学位
财政,会计人员信息,是否在岗
财政,会计人员信息,民族
财政,会计人员信息,政治面貌
财政,会计人员信息,最高学历所学专业
财政,会计人员信息,性别
财政,会计人员信息,会计专业技术职务
财政,会计人员信息,注册会计师证号
财政,会计人员信息,注册评估师证号
财政,会计人员信息,注册税务师证号
财政,会计人员信息,证书有效期
财政,会计人员信息,最高学历毕业时间
财政,会计人员信息,证件号码
财政,会计人员信息,姓名
财政,会计人员信息,专业技术资格取得时间
财政,会计人员信息,最高学历毕业院校
财政,会计人员信息,会计专业技术职务聘任时间
财政,会计人员信息,个人联系电话（或手机）
财政,会计人员信息,发证时间
财政,会计人员信息,发证机关
财政,会计人员信息,工作单位名称
财政,会计人员信息,现单位入职(注册)时间
财政,注册会计师从业资格证信息,专业技术资格取得方式
财政,注册会计师从业资格证信息,专业技术资格级别
财政,注册会计师从业资格证信息,专业技术资格类型
财政,注册会计师从业资格证信息,取得专业技术职务时间
财政,注册会计师从业资格证信息,高端人才取得时间
财政,注册会计师从业资格证信息,首次发证日期
财政,注册会计师从业资格证信息,本次发证日期
财政,注册会计师从业资格证信息,证书编号
财政,注册会计师从业资格证信息,证书名称
财政,注册会计师从业资格证信息,国家（地区）
财政,注册会计师从业资格证信息,身份证号
财政,注册会计师从业资格证信息,姓名
财政,注册会计师从业资格证信息,性别
财政,注册会计师从业资格证信息,核发机关
财政,注册会计师从业资格证信息,学历
财政,注册会计师从业资格证信息,执业机构名称
财政,注册会计师从业资格证信息,专业技术职务
财政,注册会计师从业资格证信息,执业注册时间
财政,资产评估师执业登记信息,学历
财政,资产评估师执业登记信息,姓名
财政,资产评估师执业登记信息,执业登记时间
财政,资产评估师执业登记信息,执业机构名称
财政,资产评估师执业登记信息,专业技术职务
财政,资产评估师执业登记信息,执业类别
财政,资产评估师执业登记信息,身份证号
发改委,发改委个人行政许可信息,居民身份证号码
发改委,发改委个人行政许可信息,姓名
发改委,发改委个人行政许可信息,项目名称
发改委,发改委个人行政许可信息,行政许可决定书文号
发改委,发改委个人行政许可信息,许可内容
发改委,发改委个人行政许可信息,许可决定日期
发改委,发改委个人行政许可信息,许可有效日期结束时间
发改委,发改委个人行政许可信息,许可机关
发改委,发改委个人行政许可信息,批准日期
发改委,发改委个人行政许可信息,核准日期
发改委,发改委个人行政许可信息,所属信息分类
发改委,发改委个人行政许可信息,是否异议信息0:无异议1:有异议
发改委,发改委个人行政许可信息,是否修复0:未修复1:已修复
发改委,发改委个人行政许可信息,许可类别
发改委,发改委个人行政许可信息,税务登记号
发改委,发改委个人行政许可信息,当前状态
发改委,发改委个人行政许可信息,信息使用范围
发改委,发改委个人行政许可信息,许可证有效起始日期
发改委,发改委个人行政许可信息,许可证名称
发改委,发改委个人行政许可信息,许可证号码
发改委,发改委个人行政许可信息,事业单位证书号
发改委,发改委个人行政许可信息,社会组织登记号
发改委,发改委个人行政许可信息,证件类型
公安,机动车驾驶证,初次领证日期
公安,机动车驾驶证,档案编号
公安,机动车驾驶证,发证机关
公安,机动车驾驶证,实习记录
公安,机动车驾驶证,性别
公安,机动车驾驶证,姓名
公安,机动车驾驶证,有效期起
公安,机动车驾驶证,有效期止
公安,机动车驾驶证,准驾车型
公安,机动车驾驶证,国籍
公安,机动车驾驶证,状态
公安,机动车驾驶证,身份证号
广电局,报纸期刊新闻采编人员资格培训合格证书信息,单位
广电局,报纸期刊新闻采编人员资格培训合格证书信息,发证机关
广电局,报纸期刊新闻采编人员资格培训合格证书信息,发证时间
广电局,报纸期刊新闻采编人员资格培训合格证书信息,身份证号
广电局,报纸期刊新闻采编人员资格培训合格证书信息,性别
广电局,报纸期刊新闻采编人员资格培训合格证书信息,学历
广电局,报纸期刊新闻采编人员资格培训合格证书信息,姓名
广电局,报纸期刊新闻采编人员资格培训合格证书信息,工作单位
广电局,报纸期刊新闻采编人员资格培训合格证书信息,职称
广电局,报纸期刊新闻采编人员资格培训合格证书信息,培训合格证书名称
广电局,报纸期刊新闻采编人员资格培训合格证书信息,职务
广电局,报纸期刊新闻采编人员资格培训合格证书信息,证书编号
广电局,广播电视编辑记者、播音员、主持人资格考试合格证书信息,核发时间
广电局,广播电视编辑记者、播音员、主持人资格考试合格证书信息,核发机关
广电局,广播电视编辑记者、播音员、主持人资格考试合格证书信息,身份证号
广电局,广播电视编辑记者、播音员、主持人资格考试合格证书信息,性别
广电局,广播电视编辑记者、播音员、主持人资格考试合格证书信息,姓名
广电局,广播电视编辑记者、播音员、主持人资格考试合格证书信息,证书类型
广电局,广播电视编辑记者、播音员、主持人资格考试合格证书信息,证书编号
海事局,海船船员培训合格证书信息,适用公约条款
海事局,海船船员培训合格证书信息,身份证类型
海事局,海船船员培训合格证书信息,证书号码
海事局,海船船员培训合格证书信息,证书状态
海事局,海船船员培训合格证书信息,有效期至
海事局,海船船员培训合格证书信息,身份证号码
海事局,海船船员培训合格证书信息,证书签发日期
海事局,海船船员培训合格证书信息,签发机关名称
海事局,海船船员培训合格证书信息,船员姓名
海事局,海船船员培训合格证书信息,国籍
海事局,海船船员培训合格证书信息,性别
海事局,海船船员培训合格证书信息,合格证名称
海事局,海船船员适任证书信息,适用的限制(等级与职务)
海事局,海船船员适任证书信息,出生日期
海事局,海船船员适任证书信息,证书号码
海事局,海船船员适任证书信息,等级与职务
海事局,海船船员适任证书信息,证书状态
海事局,海船船员适任证书信息,证书有效期截止日期
海事局,海船船员适任证书信息,职能
海事局,海船船员适任证书信息,身份证号码
海事局,海船船员适任证书信息,证书签发日期
海事局,海船船员适任证书信息,签发机关名称
海事局,海船船员适任证书信息,级别
海事局,海船船员适任证书信息,船员姓名
海事局,海船船员适任证书信息,国籍
海事局,海船船员适任证书信息,照片信息
海事局,海船船员适任证书信息,性别
海事局,海员证信息,国籍
海事局,海员证信息,海员证截止日期
海事局,海员证信息,签发国代码
海事局,海员证信息,海员证签发日期
海事局,海员证信息,身份证类型
海事局,海员证信息,海员证生效日期
海事局,海员证信息,海员姓名
海事局,海员证信息,身份证号码
海事局,海员证信息,性别
海事局,海员证信息,海员证签发单位
海事局,海员证信息,海员证编号
交通运输,出租汽车驾驶员从业资格信息,车牌号
交通运输,出租汽车驾驶员从业资格信息,从业资格证书名称
交通运输,出租汽车驾驶员从业资格信息,登记时间
交通运输,出租汽车驾驶员从业资格信息,核发机关
交通运输,出租汽车驾驶员从业资格信息,核发日期
交通运输,出租汽车驾驶员从业资格信息,驾驶证取得时间
交通运输,出租汽车驾驶员从业资格信息,家庭住址
交通运输,出租汽车驾驶员从业资格信息,联系电话
交通运输,出租汽车驾驶员从业资格信息,身份证号
交通运输,出租汽车驾驶员从业资格信息,姓名
交通运输,出租汽车驾驶员从业资格信息,有效到期日期
交通运输,出租汽车驾驶员从业资格信息,有效起始日期
交通运输,出租汽车驾驶员从业资格信息,证书编号
交通运输,出租汽车驾驶员从业资格信息,证书状态
交通运输,道路危险货物人员上岗资格信息,车牌号
交通运输,道路危险货物人员上岗资格信息,登记时间
交通运输,道路危险货物人员上岗资格信息,核发机关
交通运输,道路危险货物人员上岗资格信息,核发日期
交通运输,道路危险货物人员上岗资格信息,驾驶证取得时间
交通运输,道路危险货物人员上岗资格信息,联系电话
交通运输,道路危险货物人员上岗资格信息,身份证号
交通运输,道路危险货物人员上岗资格信息,姓名
交通运输,道路危险货物人员上岗资格信息,有效到期日期
交通运输,道路危险货物人员上岗资格信息,有效起始日期
交通运输,道路危险货物人员上岗资格信息,证书编号
交通运输,道路危险货物人员上岗资格信息,证书名称
交通运输,道路危险货物人员上岗资格信息,证书状态
交通运输,道路运输从业人员从业资格证信息,初始领证时间
交通运输,道路运输从业人员从业资格证信息,从业资格类别
交通运输,道路运输从业人员从业资格证信息,证号
交通运输,道路运输从业人员从业资格证信息,准驾车型
交通运输,道路运输从业人员从业资格证信息,住址
交通运输,道路运输从业人员从业资格证信息,姓名
交通运输,道路运输从业人员从业资格证信息,国籍
交通运输,道路运输从业人员从业资格证信息,发证机关
交通运输,道路运输从业人员从业资格证信息,性别
交通运输,道路运输从业人员从业资格证信息,证照状态
交通运输,道路运输从业人员从业资格证信息,有效期起
交通运输,道路运输从业人员从业资格证信息,有效期止
交通运输,公路水运工程施工企业安全生产三类人员信息,工作单位
交通运输,公路水运工程施工企业安全生产三类人员信息,办证时间
交通运输,公路水运工程施工企业安全生产三类人员信息,出生年月
交通运输,公路水运工程施工企业安全生产三类人员信息,姓名
交通运输,公路水运工程施工企业安全生产三类人员信息,技术职称
交通运输,公路水运工程施工企业安全生产三类人员信息,身份证号
交通运输,公路水运工程施工企业安全生产三类人员信息,申请企业名称
交通运输,公路水运工程施工企业安全生产三类人员信息,性别
交通运输,公路水运工程施工企业安全生产三类人员信息,有效到期日期
交通运输,公路水运工程施工企业安全生产三类人员信息,有效起始日期
交通运输,公路水运工程施工企业安全生产三类人员信息,证书类别
交通运输,公路水运工程施工企业安全生产三类人员信息,职位
交通运输,公路水运工程施工企业安全生产三类人员信息,证书编号
交通运输,公路养护企业安全生产三类人员信息,工作单位
交通运输,公路养护企业安全生产三类人员信息,姓名
交通运输,公路养护企业安全生产三类人员信息,有效到期日期
交通运输,公路养护企业安全生产三类人员信息,有效起始日期
交通运输,公路养护企业安全生产三类人员信息,身份证号
交通运输,公路养护企业安全生产三类人员信息,证书编号
交通运输,交通工程公路水运施工企业安全生产三类人员信息,办证时间
交通运输,交通工程公路水运施工企业安全生产三类人员信息,申请企业名称
交通运输,交通工程公路水运施工企业安全生产三类人员信息,有效到期日期
交通运输,交通工程公路水运施工企业安全生产三类人员信息,有效起始日期
交通运输,交通工程公路水运施工企业安全生产三类人员信息,姓名
交通运输,交通工程公路水运施工企业安全生产三类人员信息,职务
交通运输,交通工程公路水运施工企业安全生产三类人员信息,技术职称
交通运输,交通工程公路水运施工企业安全生产三类人员信息,证书编号
交通运输,交通工程公路水运施工企业安全生产三类人员信息,身份证号
交通运输,网络预约出租汽车驾驶证信息,初始领证时间
交通运输,网络预约出租汽车驾驶证信息,证号
交通运输,网络预约出租汽车驾驶证信息,准驾车型
交通运输,网络预约出租汽车驾驶证信息,住址
交通运输,网络预约出租汽车驾驶证信息,姓名
交通运输,网络预约出租汽车驾驶证信息,身份证号
交通运输,网络预约出租汽车驾驶证信息,国籍
交通运输,网络预约出租汽车驾驶证信息,发证机关
交通运输,网络预约出租汽车驾驶证信息,性别
交通运输,网络预约出租汽车驾驶证信息,证照状态
交通运输,网络预约出租汽车驾驶证信息,有效期起
教育,教师资格证认定信息,出生日期
教育,教师资格证认定信息,民族
教育,教师资格证认定信息,认定机构名称
教育,教师资格证认定信息,任教学科
教育,教师资格证认定信息,身份证号
教育,教师资格证认定信息,证照状态
教育,教师资格证认定信息,性别
教育,教师资格证认定信息,姓名
教育,教师资格证认定信息,资格种类
教育,教师资格证认定信息,证书编号
教育,教师资格证认定信息,证书签发日期
经信,无线电频率使用许可信息,企业名称或个人姓名
经信,无线电频率使用许可信息,统一社会信用代码
经信,无线电频率使用许可信息,许可编号
经信,无线电频率使用许可信息,许可机关名称
经信,无线电频率使用许可信息,许可类型
经信,无线电频率使用许可信息,许可内容
经信,无线电频率使用许可信息,许可日期
经信,无线电频率使用许可信息,注销时间
民政,社会工作者注册信息,执行时间
民政,社会工作者注册信息,所学专业
民政,社会工作者注册信息,毕业时间
民政,社会工作者注册信息,学历
民政,社会工作者注册信息,政治面貌
民政,社会工作者注册信息,性别
民政,社会工作者注册信息,身份证
民政,社会工作者注册信息,姓名
农业农村,动物检疫员资格证信息,姓名
农业农村,动物检疫员资格证信息,官方兽医编号
农业农村,动物检疫员资格证信息,单位名称
农业农村,动物检疫员资格证信息,出生日期
农业农村,动物检疫员资格证信息,联系电话
农业农村,动物检疫员资格证信息,毕业院校
农业农村,动物检疫员资格证信息,专业
农业农村,动物检疫员资格证信息,身份证号
农业农村,动物检疫员资格证信息,性别
农业农村,动物检疫员资格证信息,用户角色
农业农村,动物检疫员资格证信息,学历
农业农村,动物检疫员资格证信息,职务
农业农村,动物检疫员资格证信息,职称
农业农村,动物检疫员资格证信息,政治面貌
农业农村,动物狂犬病免疫证明信息,地区编号
农业农村,动物狂犬病免疫证明信息,发证日期
农业农村,动物狂犬病免疫证明信息,栏目编号
农业农村,动物狂犬病免疫证明信息,是否启用
农业农村,动物狂犬病免疫证明信息,畜主
农业农村,动物狂犬病免疫证明信息,地址
农业农村,动物狂犬病免疫证明信息,发证单位
农业农村,动物狂犬病免疫证明信息,畜主身份证号
农业农村,动物狂犬病免疫证明信息,犬类品种
农业农村,动物狂犬病免疫证明信息,免疫记录
农业农村,动物狂犬病免疫证明信息,状态
农业农村,买卖国家二级保护野生植物许可信息,地区编号
农业农村,买卖国家二级保护野生植物许可信息,审批日期
农业农村,买卖国家二级保护野生植物许可信息,有效期
农业农村,买卖国家二级保护野生植物许可信息,审核日期
农业农村,买卖国家二级保护野生植物许可信息,栏目编号
农业农村,买卖国家二级保护野生植物许可信息,是否启用
农业农村,买卖国家二级保护野生植物许可信息,申请地点
农业农村,买卖国家二级保护野生植物许可信息,申请许可来源
农业农村,买卖国家二级保护野生植物许可信息,申请许可获取方式
农业农村,买卖国家二级保护野生植物许可信息,个人身份证号
农业农村,买卖国家二级保护野生植物许可信息,法定代表人
农业农村,买卖国家二级保护野生植物许可信息,地址
农业农村,买卖国家二级保护野生植物许可信息,电话号码
农业农村,买卖国家二级保护野生植物许可信息,邮政编码
农业农村,买卖国家二级保护野生植物许可信息,申请许可种（丫种）
农业农村,买卖国家二级保护野生植物许可信息,申请数量
农业农村,买卖国家二级保护野生植物许可信息,申请期限
农业农村,买卖国家二级保护野生植物许可信息,状态
农业农村,农村能源特有工种资格信息,身份证号
农业农村,农村能源特有工种资格信息,证书号
农业农村,农村能源特有工种资格信息,姓名
农业农村,农村能源特有工种资格信息,性别
农业农村,农村能源特有工种资格信息,所在单位
农业农村,农村能源特有工种资格信息,工种
农业农村,农机安全监理考试员信息,有效期
农业农村,农机安全监理考试员信息,操作
农业农村,农机安全监理考试员信息,考试种类
农业农村,农机安全监理考试员信息,姓名
农业农村,农机安全监理考试员信息,工作单位
农业农村,农机安全监理考试员信息,证号
农业农村,农机安全监理考试员信息,类型
农业农村,农机安全检验员信息,编制
农业农村,农机安全检验员信息,性别
农业农村,农机安全检验员信息,检验种类
农业农村,农机安全检验员信息,类型
农业农村,农机安全检验员信息,姓名
农业农村,农机安全检验员信息,所在单位
农业农村,农机安全检验员信息,所属地区
农业农村,农机安全检验员信息,身份证号
农业农村,农机安全检验员信息,出生日期
农业农村,农机安全检验员信息,职务
农业农村,农机安全检验员信息,证号
农业农村,农机安全乡镇检验员信息,编制
农业农村,农机安全乡镇检验员信息,出生日期
农业农村,农机安全乡镇检验员信息,性别
农业农村,农机安全乡镇检验员信息,姓名
农业农村,农机安全乡镇检验员信息,所属地
农业农村,农机安全乡镇检验员信息,身份证号
农业农村,农机安全乡镇检验员信息,所在单位
农业农村,农机安全乡镇检验员信息,职务
农业农村,农机安全乡镇检验员信息,证号
农业农村,农机事故处理员信息,编制
农业农村,农机事故处理员信息,操作
农业农村,农机事故处理员信息,性别
农业农村,农机事故处理员信息,姓名
农业农村,农机事故处理员信息,所在单位
农业农村,农机事故处理员信息,所属地区
农业农村,农机事故处理员信息,身份证号
农业农村,农机事故处理员信息,业务种类
农业农村,农机事故处理员信息,状态
农业农村,农业机械维修技术合格证信息,地区编号
农业农村,农业机械维修技术合格证信息,发证日期
农业农村,农业机械维修技术合格证信息,有效起始期
农业农村,农业机械维修技术合格证信息,有效终止期
农业农村,农业机械维修技术合格证信息,栏目编号
农业农村,农业机械维修技术合格证信息,是否启用
农业农村,农业机械维修技术合格证信息,经营者名称
农业农村,农业机械维修技术合格证信息,经营场所
农业农村,农业机械维修技术合格证信息,负责人
农业农村,农业机械维修技术合格证信息,维修类型及等级
农业农村,农业机械维修技术合格证信息,维修范围
农业农村,农业机械维修技术合格证信息,发证机关
农业农村,农业机械维修技术合格证信息,负责人身份证号
农业农村,农业机械维修技术合格证信息,统一社会信用代码
农业农村,农业机械维修技术合格证信息,状态
农业农村,生鲜乳准运证明信息,地区编号
农业农村,生鲜乳准运证明信息,批准时间
农业农村,生鲜乳准运证明信息,有效起始期
农业农村,生鲜乳准运证明信息,有效终止期
农业农村,生鲜乳准运证明信息,是否启用
农业农村,生鲜乳准运证明信息,车牌号码
农业农村,生鲜乳准运证明信息,车辆所有者名称
农业农村,生鲜乳准运证明信息,核定最大运载量（吨）
农业农村,生鲜乳准运证明信息,批准机关
农业农村,生鲜乳准运证明信息,身份证号
农业农村,生鲜乳准运证明信息,状态
农业农村,拖拉机和联合收割机驾驶证信息,初次领证日期
农业农村,拖拉机和联合收割机驾驶证信息,有效期止日期
农业农村,拖拉机和联合收割机驾驶证信息,有效期始日期
农业农村,拖拉机和联合收割机驾驶证信息,是否启用
农业农村,拖拉机和联合收割机驾驶证信息,身份证号(驾驶证号)
农业农村,拖拉机和联合收割机驾驶证信息,有效期(年)
农业农村,拖拉机和联合收割机驾驶证信息,发证机关
农业农村,拖拉机和联合收割机驾驶证信息,状态
农业农村,拖拉机和联合收割机驾驶证信息,姓名
农业农村,拖拉机和联合收割机驾驶证信息,性别
农业农村,拖拉机和联合收割机驾驶证信息,国籍
农业农村,拖拉机和联合收割机驾驶证信息,地址
农业农村,拖拉机和联合收割机驾驶证信息,准驾机型
农业农村,拖拉机和联合收割机驾驶证信息,所属地区
农业农村,拖拉机和联合收割机驾驶证信息,状态
农业农村,执业兽医师资格证信息,地区编号
农业农村,执业兽医师资格证信息,发证时间
农业农村,执业兽医师资格证信息,是否启用
农业农村,执业兽医师资格证信息,照片
农业农村,执业兽医师资格证信息,姓名
农业农村,执业兽医师资格证信息,内容
农业农村,执业兽医师资格证信息,证书编号
农业农村,执业兽医师资格证信息,发证机关
农业农村,执业兽医师资格证信息,身份证件号
农业农村,执业兽医师资格证信息,发证日期
农业农村,执业兽医师资格证信息,状态
农业农村,执业助理兽医师资格证信息,地区编号
农业农村,执业助理兽医师资格证信息,发证时间
农业农村,执业助理兽医师资格证信息,是否启用
农业农村,执业助理兽医师资格证信息,照片
农业农村,执业助理兽医师资格证信息,姓名
农业农村,执业助理兽医师资格证信息,内容
农业农村,执业助理兽医师资格证信息,证书编号
